-0.049711864	0.051100075	0.056493957	0.13979603	-0.009921783	0.030924616	0.014544423	0.042913858	-0.008827397	0.033714164	-0.0057801097	-0.004852312	0.024118686	-0.025826538	0.055840682	-0.01737327
-0.05527863	0.063271366	-0.09762357	0.17629704	-0.034002405	0.072183885	0.05408371	0.097342946	0.119267054	0.08734502	0.015669934	0.041695993	0.10136148	-0.0036006193	-0.118426695	-0.04369612
-0.011179854	-0.003702908	-0.07628466	0.19253892	-0.11701298	0.1158032	0.09824466	0.1128653	0.15241495	0.14822927	0.10621863	0.03871157	0.07897385	-0.056777496	-0.08875267	-0.09703481
-0.20549501	0.18689387	0.20721705	0.14024463	0.24402617	-0.31474805	-0.2802424	-0.20258856	-0.2590351	-0.29299766	-0.28318274	-0.23936108	-0.24435921	-0.22839294	0.24684447	0.24479674
-0.053592745	0.09143357	-0.019847263	0.20863931	-0.0062880763	-0.039914317	-0.04964426	-0.036803223	-0.0045597437	0.03593194	-0.0699923	-0.03563797	0.0029620829	-0.053339787	0.04257492	0.046966866
0.043499988	0.032545578	-0.044559646	0.014114179	-0.03503862	-0.011541578	0.020504368	0.07343918	0.06957153	0.03855513	0.004974687	0.048328545	-0.006237229	0.009432973	-0.01761274	-0.007490389
-0.19748831	0.24618314	0.22965463	0.16899118	0.21172152	-0.2890028	-0.22975478	-0.1514733	-0.2556433	-0.25357905	-0.23876952	-0.24993731	-0.2729482	-0.30224237	0.24463864	0.27022097
0.00033178992	0.009934124	-0.080485195	0.12522164	-0.07325867	0.07832419	0.078181505	-0.006806617	0.0505415	0.06569954	0.0060468637	0.017073965	0.07552472	-0.0060849474	-0.009604648	-0.012115906
-0.2548981	0.27843985	0.27078748	0.22672912	0.17324628	-0.26937893	-0.26515293	-0.1323985	-0.2356744	-0.3125724	-0.22936356	-0.26459497	-0.22094348	-0.21489768	0.23685855	0.21908516
-0.061346754	-0.023482036	-0.014041958	0.07099679	-0.0058329534	0.020316724	-0.044985764	0.0027543409	-0.0056077414	-0.00092981145	0.037986867	-0.023881048	0.02108431	0.018554285	-0.04990361	-0.051615313
-0.20866041	0.2863811	0.22575635	0.20966484	0.20170854	-0.31801897	-0.20600806	-0.2081643	-0.26763275	-0.2645846	-0.2942235	-0.31372944	-0.19987878	-0.24309471	0.28265494	0.2190119
6.371968e-05	0.013682658	-0.010829481	0.10766027	0.00070409756	0.030600933	0.03599089	-0.015005808	0.04189068	0.044918578	0.04893879	0.000565046	0.053833704	-0.04358113	0.012828179	-0.090343945
-0.11503671	0.13790771	0.18505329	0.11299767	0.085483566	-0.21822083	-0.09489782	-0.0861581	-0.16883354	-0.17013916	-0.13324955	-0.16140729	-0.11970983	-0.1368988	0.15150096	0.14855573
0.15397193	-0.15071028	-0.18681931	-0.051889803	-0.17766568	0.27115202	0.1983834	0.22913022	0.23577845	0.31420064	0.2597376	0.23349473	0.22984815	0.16570956	-0.20746341	-0.21139975
0.05608059	-0.02656968	-0.06578093	0.07506789	-0.06756003	0.09015242	0.07342861	0.008166713	0.037430137	0.078308135	-0.007141166	0.030280227	0.009212967	-0.039180756	-0.024189359	-0.022502229
0.0024677005	0.04680415	-0.02213795	0.1438953	0.029665165	0.06701915	0.017747045	0.032258276	0.058937185	-0.033124607	0.016690262	-0.00042748213	0.019913284	-0.06551141	0.038430344	0.0034332308
0.055564806	-0.032331802	-0.063336365	0.021687888	-0.033356894	-0.00246942	0.038829163	0.029734915	0.024405053	0.010541406	0.027211232	0.019129165	0.06280099	0.023631485	-0.03138205	-0.03453031
-0.04769191	0.02813481	0.071239345	0.03837162	0.03875249	-0.06700657	-0.0023436965	0.0101018185	-0.06634449	-0.004649779	-0.057986274	-0.037787784	-0.044492796	-0.074552804	0.005396534	0.034595873
0.016170174	0.01461451	0.0032440275	0.08525912	-0.009441626	0.021587616	0.0034893907	-0.040895447	-0.00035961083	-0.003060995	-0.0034781618	0.009922989	-0.05404311	0.01511614	0.024077293	-0.021901961
-0.100214005	0.056523737	0.13961214	0.02951646	0.09933992	-0.096098065	-0.06561868	-0.03861033	-0.13653354	-0.084226504	-0.13171972	-0.07613218	-0.09139838	-0.045393582	0.15137343	0.09993503
